questions,keys,datadic
8. The child experiences vivid dream-like scenes while falling asleep,SDS_08,SDS
9. The child sweats excessively while falling asleep,SDS_09,SDS
10. The child wakes up more than twice per night,SDS_10,SDS
"11. After waking up in the night, the child has difficulty to fall asleep again",SDS_11,SDS
12. The child has frequent twitching or jerking of legs while asleep or often changes position during the night or kicks the covers off the bed,SDS_12,SDS
13. The child has difficulty in breathing during the night,SDS_13,SDS
14. The child gasps for breath or is unable to breathe during sleep,SDS_14,SDS
15. The child snores,SDS_15,SDS
16. The child sweats excessively during the night,SDS_16,SDS
17. You have observed the child sleepwalking,SDS_17,SDS
18. You have observed the child talking in his/her sleep,SDS_18,SDS
19. The child grinds teeth during sleep,SDS_19,SDS
"20. The child wakes from sleep screaming or confused so that you cannot seem to get through to him/her, but has no memory of these events the next morning",SDS_20,SDS
21. The child has nightmares which he/she doesn't remember the ,SDS_21,SDS
22. The child is unusually difficult to wake up in the morning,SDS_22,SDS
23. The child awakes in the morning feeling tired,SDS_23,SDS
24. The child feels unable to move when waking up in the morning,SDS_24,SDS
25. The child experiences daytime somnolence,SDS_25,SDS
26. The child falls asleep suddenly in inappropriate situations,SDS_26,SDS
Disorders of initiating and maintaining sleep Raw Score,SDS_DIMS_Raw,SDS
Disorders of initiating and maintaining sleep T-Score,SDS_DIMS_T,SDS
Sleep Breathing Disorders Raw Score,SDS_SBD_Raw,SDS
Sleep Breathing Disorders T-Score,SDS_SBD_T,SDS
Disorders of arousal Raw Score,SDS_DA_Raw,SDS
Disorders of arousal T-Score,SDS_DA_T,SDS
Sleep-Wake Transition Disorders Raw Score,SDS_SWTD_Raw,SDS
Sleep-Wake Transition Disorders T-Score,SDS_SWDT_T,SDS
Disorders of excessive somnolence Raw Score,SDS_DOES_Raw,SDS
Disorders of excessive somnolence T-Score,SDS_DOES_T,SDS
Sleep hyperhydrosis Raw Score,SDS_SHY_Raw,SDS
Sleep hyperhydrosis T-Score,SDS_SHY_T,SDS
Total Raw Score,SDS_Total_Raw,SDS
Total T-Score,SDS_Total_T,SDS
1. Seems much more fidgety in social situations than when alone.,SRS_01,SRS
2. Expressions on his or her face don't match what he or she is saying.,SRS_02,SRS
3. Seems self-confident when interacting with others.,SRS_03,SRS
"4. When under stress, he or she shows rigid or inflexible patterns of behavior that seem odd.",SRS_04,SRS
5. Doesn't recognize when others are trying to take advantage of him or her.,SRS_05,SRS
6. Would rather be alone than with others.,SRS_06,SRS
7. Is aware of what others are thinking or feeling.,SRS_07,SRS
8. Behaves in ways that seem strange or bizarre.,SRS_08,SRS
"9. Clings to adults, seems too dependent on them.",SRS_09,SRS
10. Takes things too literally and doesn't get the real meaning of a conversation.,SRS_10,SRS
11. Has good self-confidence.,SRS_11,SRS
12. Is able to communicate his or her feelings to others.,SRS_12,SRS
"13. Is awkward is turn-taking interactions with peers (e.g., doesn't seem to understand the give-and-take of conversations)",SRS_13,SRS
14. Is not well coordinated.,SRS_14,SRS
15. Is able to understand the meaning of other people's tone of voice and facial expressions.,SRS_15,SRS
16. Avoids eye contact or has unusual eye contact.,SRS_16,SRS
17. Recognizes when something is unfair.,SRS_17,SRS
"18. Has difficulty making friends, even when trying his or her best.",SRS_18,SRS
19. Gets frustrated trying to get ideas across in conversations.,SRS_19,SRS
"20. Shows unusual sensory interests (e.g., mouthing or spinning objects) or strange ways of playing with toys",SRS_20,SRS
21. Is able to imitate others' actions.,SRS_21,SRS
22. Plays appropriately with children his or her age.,SRS_22,SRS
23. Does not join group activities unless told to do so.,SRS_23,SRS
24. Has more difficulty than other children with changes in his or her routine.,SRS_24,SRS
"""25. Doesn't seem to mind being out of step with or """"not on the same wavelength"""" as others.""",SRS_25,SRS
26. Offers comfort to others when they are sad.,SRS_26,SRS
27. Avoids starting social interactions with peers or adults.,SRS_27,SRS
28. Thinks or talks about the same thing over and over.,SRS_28,SRS
29. Is regarded by other children as odd or weird.,SRS_29,SRS
30. Becomes upset in a situation with lots of things going on.,SRS_30,SRS
31. Can't get his or her mind off something once he or she starts thinking a,SRS_31,SRS
32. Has good personal hygiene.,SRS_32,SRS
"33. Is socially awkward, even when he or she is trying to be polite.",SRS_33,SRS
34. Avoids people who want to be emotionally close to him or her.,SRS_34,SRS
35. Has trouble keeping up with the flow of a normal conversation.,SRS_35,SRS
36. Has difficulty relating to adults.,SRS_36,SRS
37. Has difficulty relating to peers.,SRS_37,SRS
"38. Responds appropriately to mood changes in others (e.g., when a friend's or playmate's mood changes from happy to sad).",SRS_38,SRS
39. Has an unusally narrow range of interests.,SRS_39,SRS
"40. Is imaginative, good at pretending (without losing touch with reality).",SRS_40,SRS
41. Wanders aimlessly from one activity to another.,SRS_41,SRS
"42. Seems overly sensitive to sounds, textures, or smells.",SRS_42,SRS
43. Separates easily from caregivers.,SRS_43,SRS
44. Doesn't understand how events relate to one another (cause and effect) the way other children his or her age do.,SRS_44,SRS
45. Focuses his or her attention to where others are looking or listening.,SRS_45,SRS
46. Has overly serious facial expressions.,SRS_46,SRS
47. Is too silly or laughs inappropriately.,SRS_47,SRS
"48. Has a sense of humor, understands jokes.",SRS_48,SRS
"49. Does extremely well at a few tasks, but does not do as well at most other tasks.",SRS_49,SRS
"50. Has repetitive, odd behaviors such as hand flapping or rocking.",SRS_50,SRS
51. Has difficulty answering questions directly and ends up talking around the subject.,SRS_51,SRS
52. Knows when he or she is talking too loud or making too much noise.,SRS_52,SRS
"53. Talks to people with an unusual tone of voice (e.g., talks like a robot or like he or she is giving a lecture).",SRS_53,SRS
54. Seems to react to people as if they are objects.,SRS_54,SRS
55. Knows when he or she is talking too loud or making too much noise.,SRS_55,SRS
56. Walks in between two people who are talking.,SRS_56,SRS
57. Gets teased a lot.,SRS_57,SRS
"58. Concentrates too much on parts of things rather than seeing the whole picture. For example, if asked to describe what happened in a story, he or she may talk only about the kind of clothes the characters were wearing.",SRS_58,SRS
59. Is overly suspicious.,SRS_59,SRS
"60. Is emotionally distant, doesn't show his or her feelings.",SRS_60,SRS
"61. Is inflexible, has a hard time changing his or her mind.",SRS_61,SRS
62. Give unusual or illogical reasons for doing things.,SRS_62,SRS
"63. Touches others in an unusual way (e.g., he or she may touch someone just to make contact and then walk away without saying anything).",SRS_63,SRS
64. Is too tense in social settings.,SRS_64,SRS
65. Stares or gazes off into space.,SRS_65,SRS
Social Awareness Raw Score,SRS_AWR,SRS
Social Awareness T-Score,SRS_AWR_T,SRS
Social Cognition Raw Score,SRS_COG,SRS
Social Cognition T-Score,SRS_COG_T,SRS
Social Communication Raw Score,SRS_COM,SRS
Social Communication T-Score,SRS_COM_T,SRS
Restricted Interests and Repetitive Behavior Raw Score,SRS_DSMRRB,SRS
Restricted Interests and Repetitive Behavior T-Score,SRS_DSMRRB_T,SRS
Social Motivation Raw Score,SRS_MOT,SRS
Social Motivation T-Score,SRS_MOT_T,SRS
Restricted Interests and Repetitive Behavior Raw Score,SRS_RRB,SRS
Restricted Interests and Repetitive Behavior T-Score,SRS_RRB_T,SRS
Social Communication and Interaction Raw Score,SRS_SCI,SRS
Social Communication and Interaction T-Score,SRS_SCI_T,SRS
Total Raw Score,SRS_Total,SRS
Total T-Score,SRS_Total_T,SRS
1. Seems much more fidgety in social situations than when alone.,SRS_P_01,SRS_Pre
2. Expressions on his or her face don't match what he or she is saying.,SRS_P_02,SRS_Pre
3. Seems self-confident when interacting with others.,SRS_P_03,SRS_Pre
"""4. When under stress, child seems to go on """"autopilot"""" (for example, shows rigid or inflexible patterns of behavior that seem odd.""",SRS_P_04,SRS_Pre
5. Doesn't recognize when others are trying to take advantage of him or her.,SRS_P_05,SRS_Pre
6. Would rather be alone than with others.,SRS_P_06,SRS_Pre
7. Is aware of what others are thinking or feeling.,SRS_P_07,SRS_Pre
8. Behaves in ways that seem strange or bizarre.,SRS_P_08,SRS_Pre
"9. Clings to adults, seems too dependent on them.",SRS_P_09,SRS_Pre
10. Unable to pick up on any of the meaning of conversations of older children or adults.,SRS_P_10,SRS_Pre
11. Has good self-confidence.,SRS_P_11,SRS_Pre
12. Is able to communicate his or her feelings to others.,SRS_P_12,SRS_Pre
13. Is slow or awkward in turn-taking interactions with peers,SRS_P_13,SRS_Pre
14. Is not well coordinated in physical activities,SRS_P_14,SRS_Pre
15. Is able to understand the meaning of other people's tone of voice and facial expressions.,SRS_P_15,SRS_Pre
16. Avoids eye contact or has unusual eye contact.,SRS_P_16,SRS_Pre
17. Recognizes when something is unfair.,SRS_P_17,SRS_Pre
"18. When on the playground or in a group with other young children, child does not attempt to interact with other children",SRS_P_18,SRS_Pre
19. Gets frustrated trying to get ideas across in conversations.,SRS_P_19,SRS_Pre
20. Has a strange way of playing with a toy.,SRS_P_20,SRS_Pre
21. Is able to imitate others' actions.,SRS_P_21,SRS_Pre
22. Plays appropriately with children his or her age.,SRS_P_22,SRS_Pre
23. Does not join group activities unless told to do so.,SRS_P_23,SRS_Pre
24. Has more difficulty than other children with changes in his or her routine.,SRS_P_24,SRS_Pre
"""25. Doesn't seem to mind being out of step with or """"not on the same wavelength"""" as others.""",SRS_P_25,SRS_Pre
26. Offers comfort to others when they are sad.,SRS_P_26,SRS_Pre
27. Avoids starting social interactions with peer or adults.,SRS_P_27,SRS_Pre
28. Thinks or talks about the same thing over and over.,SRS_P_28,SRS_Pre
29. Is regarded by other children as odd or weird.,SRS_P_29,SRS_Pre
30. Becomes upset in a situation with lots of things going on.,SRS_P_30,SRS_Pre
31. Can't get his or her mind off something once he or she starts thinking about it.,SRS_P_31,SRS_Pre
32. Wants to be changed with diaper or underwear is soiled or wet.,SRS_P_32,SRS_Pre
"33. Is socially awkward, even when he or she is trying to be polite.",SRS_P_33,SRS_Pre
34. Avoids people who want to be emotionally close to him or her.,SRS_P_34,SRS_Pre
35. Has trouble keeping up with the flow or normal interaction with other children.,SRS_P_35,SRS_Pre
36. Has difficulty relating to adults.,SRS_P_36,SRS_Pre
37. Has difficulty relating to peers.,SRS_P_37,SRS_Pre
"38. Responds appropriately to mood changes in others (e.g., when a friend's or playmate's mood changes from happy to sad).",SRS_P_38,SRS_Pre
39. Has a restricted (or unusually narrow) range of interests.,SRS_P_39,SRS_Pre
"40. Is imaginative, good at pretending (without losing touch with reality).",SRS_P_40,SRS_Pre
41. Wanders aimlessly from one activity to another.,SRS_P_41,SRS_Pre
"42. Seems overly sensitive to sounds, textures, or smells.",SRS_P_42,SRS_Pre
43. Separates easily from caregivers.,SRS_P_43,SRS_Pre
44. Doesn't understand how events relate to one another the way other children his or her age do.,SRS_P_44,SRS_Pre
45. Focuses his or her attention to where others are looking or listening.,SRS_P_45,SRS_Pre
46. Has overly serious facial expressions.,SRS_P_46,SRS_Pre
47. Is too silly or laughs inappropriately.,SRS_P_47,SRS_Pre
"48. Has a sense of humor, understands jokes.",SRS_P_48,SRS_Pre
"49. Does extremely well at a few tasks, but does not do as well at most other tasks.",SRS_P_49,SRS_Pre
"50. Has repetitive, odd behaviors such as hand flapping or rocking.",SRS_P_50,SRS_Pre
"51. Responds to clear, direct questions in ways that don't seem to make any sense.",SRS_P_51,SRS_Pre
52. Knows when he or she is talking too loud or making too much noise.,SRS_P_52,SRS_Pre
"53. Talks to people with an unusual tone of voice (e.g., talks like a robot or like he or she is giving a lecture).",SRS_P_53,SRS_Pre
54. Seems to react to people as if they are objects.,SRS_P_54,SRS_Pre
55. Knows when he or she is too close to someone or is invading someone's space.,SRS_P_55,SRS_Pre
56. Walks in between two people who are talking.,SRS_P_56,SRS_Pre
57. Other children do not like to play with him or her.,SRS_P_57,SRS_Pre
"58. Concentrates too much on parts of things rather than seeing the whole picture. For example, spins the wheels of a toy car but doesn't play with it as a car, or plays with doll's hair but not with the whole doll.",SRS_P_58,SRS_Pre
59. Is overly suspicious.,SRS_P_59,SRS_Pre
"60. Is emotionally distant, doesn't show his or her feelings.",SRS_P_60,SRS_Pre
"61. Is inflexible, has a hard time changing his or her mind.",SRS_P_61,SRS_Pre
62. Give unusual or illogical reasons for doing things.,SRS_P_62,SRS_Pre
"63. Touches others in an unusual way (e.g., he or she may touch someone just to make contact and then walk away without saying anything).",SRS_P_63,SRS_Pre
64. Is too tense in social settings.,SRS_P_64,SRS_Pre
65. Stares or gazes off into space.,SRS_P_65,SRS_Pre
Social Awareness Raw Score,SRS_AWR,SRS
Social Awareness T-Score,SRS_AWR_T,SRS
Social Cognition Raw Score,SRS_COG,SRS
Social Cognition T-Score,SRS_COG_T,SRS
Social Communication Raw Score,SRS_COM,SRS
Social Communication T-Score,SRS_COM_T,SRS
Restricted Interests and Repetitive Behavior Raw Score,SRS_DSMRRB,SRS
Restricted Interests and Repetitive Behavior T-Score,SRS_DSMRRB_T,SRS
Social Motivation Raw Score,SRS_MOT,SRS
Social Motivation T-Score,SRS_MOT_T,SRS
Restricted Interests and Repetitive Behavior Raw Score,SRS_RRB,SRS
Restricted Interests and Repetitive Behavior T-Score,SRS_RRB_T,SRS
Social Communication and Interaction Raw Score,SRS_SCI,SRS
Social Communication and Interaction T-Score,SRS_SCI_T,SRS
Total Raw Score,SRS_Total,SRS
Total T-Score,SRS_Total_T,SRS
1. I feel calm,STAI_01,STAI
2. I feel secure,STAI_02,STAI
3. I am tense,STAI_03,STAI
4. I feel strained,STAI_04,STAI
5. I feel at ease,STAI_05,STAI
6. I feel upset,STAI_06,STAI
7. I am presently worried over possible misfortunes,STAI_07,STAI
8. I feel satisfied,STAI_08,STAI
9. I feel frightened,STAI_09,STAI
10. I feel comfortable,STAI_10,STAI
11. I feel self-confident,STAI_11,STAI
12. I feel nervous,STAI_12,STAI
13. I am jittery,STAI_13,STAI
14. I feel indecisive,STAI_14,STAI
15. I am relaxed,STAI_15,STAI
16. I feel content,STAI_16,STAI
17. I am worried,STAI_17,STAI
18. I feel confused,STAI_18,STAI
19. I feel steady,STAI_19,STAI
20. I feel pleasant,STAI_20,STAI
21. I feel pleasant,STAI_21,STAI
22. I feel nervous and restless,STAI_22,STAI
23. I feel satisfied with myself,STAI_23,STAI
24. I wish I could be as happy as others seem to be,STAI_24,STAI
25. I feel like a failure,STAI_25,STAI
26. I feel rested,STAI_26,STAI
"""27. I am """"calm, cool, and collected""""""",STAI_27,STAI
28. I feel that difficulties are piling up so that I cannot overcome them,STAI_28,STAI
29. I worry too much over something that really doesn't matter,STAI_29,STAI
30. I am happy,STAI_30,STAI
31. I have disturbing thoughts,STAI_31,STAI
32. I lack self-confidence,STAI_32,STAI
33. I feel secure,STAI_33,STAI
34. I make decisions easily,STAI_34,STAI
35. I feel inadequare,STAI_35,STAI
36. I am content,STAI_36,STAI
37. Some unimportant thought runs through my mind and bothers me,STAI_37,STAI
38. I take disappointments so keenly that I can't put them out of my mind,STAI_38,STAI
39. I am a steady person,STAI_39,STAI
40. I get in a state of tension and turmoil as I think over my recent concerns and interests,STAI_40,STAI
STAI State Anxiety T-Score,STAI_SA,STAI
STAI State Anxiety Percentile Rank,STAI_SA_P,STAI
STAI Total State Anxiety Raw Score,STAI_SA_T,STAI
STAI Trait Anxiety T-Score,STAI_TA,STAI
STAI Trait Anxiety Percentile Rank,STAI_TA_P,STAI
STAI Total Trait Anxiety Raw Score,STAI_TA_T,STAI
1. Gives close attention to detail and avoids careless mistakes,SWAN_01,SWAN
2. Sustains attention on tasks or play activities,SWAN_02,SWAN
3. Listens when spoken to directly,SWAN_03,SWAN
4. Follows through on instructions and finishes school work and chores,SWAN_04,SWAN
5. Organizes tasks and activities,SWAN_05,SWAN
6. Engages in tasks that require sustained mental effort,SWAN_06,SWAN
7. Keeps track of things necessary for activities (doesn't lose them),SWAN_07,SWAN
8. Ignores extraneous stimuli,SWAN_08,SWAN
9. Remembers daily activities,SWAN_09,SWAN
10. Sits still (controls movement of hands or feet or controls squirming),SWAN_10,SWAN
11. Stays seated (when required by class rules or social conventions),SWAN_11,SWAN
12. Modulates motor activity (inhibits inappropriate running or climbing),SWAN_12,SWAN
13. Plays quietly (keeps noise level reasonable),SWAN_13,SWAN
14. Settles down and rests (controls excessive talking),SWAN_14,SWAN
15. Modulates verbal activity (controls excessive talking),SWAN_15,SWAN
16. Reflects on questions (controls blurting out answers),SWAN_16,SWAN
17. Awaits turn (stands in line and takes turns),SWAN_17,SWAN
18. Enters into conversation and games without interrupting or intruding,SWAN_18,SWAN
Inattention Average,SWAN_IN,SWAN
Hyperactivity Average,SWAN_HY,SWAN
SWAN Average,SWAN_Total,SWAN
1. Acts too young for his/her age,TRF_01,TRF
2. Hums or makes other odd noises in class,TRF_02,TRF
3. Argues a lot,TRF_03,TRF
4. Fails to finish things he/she starts,TRF_04,TRF
5. There is very little that he/she enjoys,TRF_05,TRF
"6. Defiant, talks back to staff",TRF_06,TRF
"7. Bragging, boasting",TRF_07,TRF
"8. Can't concentrate, can't pay attention for long",TRF_08,TRF
"""9. Can't get his/her mind off certain thoughts  obsessions (describe)""",TRF_09,TRF
"10. Can't sit still, restless or hyperactive",TRF_10,TRF
11. Clings to adults or too dependent,TRF_11,TRF
12. Complains of loneliness,TRF_12,TRF
13. Confused or seems to be in a fog,TRF_13,TRF
14. Cries a lot,TRF_14,TRF
15. Fidgets,TRF_15,TRF
"16. Cruelty, bullying, or meanness to others",TRF_16,TRF
17. Daydreams or gets lost in his/her thoughts,TRF_17,TRF
18. Deliberately harms self or attempts suicide,TRF_18,TRF
19. Demands a lot of attention,TRF_19,TRF
20. Destroys his/her own things,TRF_20,TRF
21. Destroys property belonging to others,TRF_21,TRF
22. Difficulty following directions,TRF_22,TRF
23. Disobedient at school,TRF_23,TRF
24. Disturbs other pupils,TRF_24,TRF
25. Doesn't get along with other pupils,TRF_25,TRF
26. Doesn't seem to feel guilty after misbehaving,TRF_26,TRF
27. Easily jealous,TRF_27,TRF
28. Breaks school rules,TRF_28,TRF
"29. Fears certain animals, situations, or places other than school",TRF_29,TRF
30. Fears going to school,TRF_30,TRF
31. Fears he/she might think or do something bad,TRF_31,TRF
32. Feels he/she has to be perfect,TRF_32,TRF
33. Feels or complains that no one loves him/her,TRF_33,TRF
34. Feels others are out to get him/her,TRF_34,TRF
35. Feels worthless or inferior,TRF_35,TRF
"36. Gets hurt a lot, accident prone",TRF_36,TRF
37. Gets in many fights,TRF_37,TRF
38. Gets teased a lot ,TRF_38,TRF
39. Hangs around with others who get in trouble,TRF_39,TRF
40. Hears sounds or voices that aren't there (describe):,TRF_40,TRF
41. Impulsive or acts without thinking,TRF_41,TRF
42. Would rather be alone than with others,TRF_42,TRF
43. Lying or cheating,TRF_43,TRF
44. Bites fingernails,TRF_44,TRF
"""45. Nervous, high-strung  or tense""",TRF_45,TRF
46. Nervous movements or twitching (describe):,TRF_46,TRF
47. Overconforms to rules,TRF_47,TRF
48. Not liked by other pupils,TRF_48,TRF
49. Has difficulty learning,TRF_49,TRF
50. Too fearful or anxious,TRF_50,TRF
51. Feels dizzy or lightheaded,TRF_51,TRF
52. Feels too guilty,TRF_52,TRF
53. Talks out of turn,TRF_53,TRF
54. Overtired without good reason,TRF_54,TRF
55. Overweight,TRF_55,TRF
56. a. Physical problems without known medical cause: Aches or pains (not stomach or headaches),TRF_56a,TRF
56. b. Physical problems without known medical cause: Headaches,TRF_56b,TRF
"56. c. Physical problems without known medical cause: Nausea, feels sick",TRF_56c,TRF
56. d. Physical problems without known medical cause: Eye problems (not if corrected by glasses) (describe):,TRF_56d,TRF
57. Physically attacks people,TRF_57,TRF
"58. Picks nose, skin, or other parts of body (describe):",TRF_58,TRF
59. Sleeps in class,TRF_59,TRF
60. Apathetic or unmotivated,TRF_60,TRF
61. Poor school work,TRF_61,TRF
62. Poorly coordinated or clumsy,TRF_62,TRF
63. Prefers being with older children or youths,TRF_63,TRF
64. Prefers being with younger children,TRF_64,TRF
65. Refuses to talk,TRF_65,TRF
"""66. Repeats certain acts over and over  compulsions (describe):""",TRF_66,TRF
67. Disrupts class discipline,TRF_67,TRF
68. Screams a lot,TRF_68,TRF
"69. Secretive, keeps things to self",TRF_69,TRF
70. Sees things that aren't there (describe):,TRF_70,TRF
71. Self-conscious or easily embarrassed,TRF_71,TRF
72. Messy work,TRF_72,TRF
73. Behaves irresponsibly (describe):,TRF_73,TRF
74. Showing off or clowning,TRF_74,TRF
75. Too shy or timid,TRF_75,TRF
76. Explosive and unpredictable behavior,TRF_76,TRF
77. Demands must be met immediately,TRF_77,TRF
78. Inattentive or easily distracted,TRF_78,TRF
79. Speech problem (describe):,TRF_79,TRF
80. Stares blankly,TRF_80,TRF
81. Feels hurt when criticized,TRF_81,TRF
82. Steals,TRF_82,TRF
83. Stores up too many things he/she doesn't need (describe):,TRF_83,TRF
84. Strange behavior (describe):,TRF_84,TRF
85. Strange ideas (describe):,TRF_85,TRF
"86. Stubborn, sullen, or irritable",TRF_86,TRF
87. Sudden changes in mood or feelings,TRF_87,TRF
88. Sulks a lot,TRF_88,TRF
89. Suspicious,TRF_89,TRF
90. Swearing or obscene language,TRF_90,TRF
91. Talks about killing self,TRF_91,TRF
"92. Underachieving, not working up to potential",TRF_92,TRF
93. Talks too much,TRF_93,TRF
94. Teases a lot,TRF_94,TRF
95. Temper tantrums or hot temper,TRF_95,TRF
96. Seems preoccupied with sex,TRF_96,TRF
97. Threatens people,TRF_97,TRF
98. Tardy to school or class,TRF_98,TRF
"99. Smokes, chews, or sniffs tobacco",TRF_99,TRF
100. Fails to carry out assigned tasks,TRF_100,TRF
101. Truancy or unexplained absence,TRF_101,TRF
"102. Underactive, slow moving, or lacks energy",TRF_102,TRF
"103. Unhappy, sad, or depressed",TRF_103,TRF
104. Unusually loud,TRF_104,TRF
105. Uses alcohol or drugs for nonmedical purposes (don't include tobacco) (describe):,TRF_105,TRF
106. Overly anxious to please,TRF_106,TRF
107. Dislikes school,TRF_107,TRF
108. Is afraid of making mistakes,TRF_108,TRF
109. Whining,TRF_109,TRF
110. Unclean personal appearance,TRF_110,TRF
"111. Withdrawn, doesn't get involved with others",TRF_111,TRF
112. Worries,TRF_112,TRF
113a. Please write in any problems the pupils has that were not listed above.,TRF_113a,TRF
113b. Please write in any problems the pupils has that were not listed above.,TRF_113b,TRF
113c. Please write in any problems the pupils has that were not listed above.,TRF_113c,TRF
Aggressive Behavior Raw Score,TRF_AB,TRF
Aggressive Behavior T-Score,TRF_AB_T,TRF
Anxious/Depressed Raw Score,TRF_AD,TRF
Anxious/Depressed T-Score,TRF_AD_T,TRF
Attention Problems Raw Score,TRF_AP,TRF
Attention Problems T-Score,TRF_AP_T,TRF
Rule Breaking Behavior Raw Score,TRF_RBB,TRF
Rule Breaking Behavior T-Score,TRF_RBB_T,TRF
Somatic Complaints Raw Score,TRF_SC,TRF
Somatic Complaints T-Score,TRF_SC_T,TRF
Social Problems Raw Score,TRF_SP,TRF
Social Problems T-Score,TRF_SP_T,TRF
Thought Problems Raw Score,TRF_TP,TRF
Thought Problems T-Score,TRF_TP_T,TRF
Withdrawn/Depressed Raw Score,TRF_WD,TRF
Withdrawn/Depressed T-Score,TRF_WD_T,TRF
Externalizing Raw Score,TRF_Ext,TRF
Externalizing T-Score,TRF_Ext_T,TRF
Internalizing Raw Score,TRF_Int,TRF
Internalizing T-Score,TRF_Int_T,TRF
Other Problems Raw Score,TRF_OP,TRF
Total Raw Score,TRF_Total,TRF
Total T-Score,TRF_Total_T,TRF
Attention Deficit/Hyperactivity Problems Raw Score,TRF_DSM_ADHD,TRF
Attention Deficit/Hyperactivity Problems T-Score,TRF_DSM_ADHD_T,TRF
Depressive Problems Raw Score,TRF_DSM_DP,TRF
Depressive Problems T-Score,TRF_DSM_DP_T,TRF
Anxiety Problems Raw Score,TRF_DSM_AN,TRF
Anxiety Problems T-Score,TRF_DSM_AN_T,TRF
Conduct Problems Raw Score,TRF_DSM_CP,TRF
Conduct Problems T-Score,TRF_DSM_CP_T,TRF
Oppositional Defiant Problems Raw Score,TRF_DSM_OD,TRF
Oppositional Defiant Problems T-Score,TRF_DSM_OD_T,TRF
Somatic Problems Raw Score,TRF_DSM_SP,TRF
Somatic Problems T-Score,TRF_DSM_SP_T,TRF
Sluggish Cognitive Tempo Raw Score,TRF_SCT,TRF
Obsessive-Compulsive Problems Raw Score,TRF_OCP,TRF
Post-traumatic Stress Problems Raw Score,TRF_PTS,TRF
"""1. Aches or pains (without medical cause  do not include stomach or headaches)""",TRF_P_01,TRF_P
2. Acts too young for age,TRF_P_02,TRF_P
3. Afraid to try new things,TRF_P_03,TRF_P
4. Avoids looking others in the eye,TRF_P_04,TRF_P
"5. Can't concentrate, can't pay attention for long",TRF_P_05,TRF_P
"6. Can't sit still, restless or hyperactive",TRF_P_06,TRF_P
7. Can't stand having things out of place,TRF_P_07,TRF_P
"""8. Can't stand waiting  wants everything now""",TRF_P_08,TRF_P
9. Chews on things that aren't edible,TRF_P_09,TRF_P
10. Clings to adults or are too dependent,TRF_P_10,TRF_P
11. Constantly seeks help,TRF_P_11,TRF_P
12. Apathetic or unmotivated,TRF_P_12,TRF_P
13. Cries a lot,TRF_P_13,TRF_P
14. Cruel to animals,TRF_P_14,TRF_P
15. Defiant,TRF_P_15,TRF_P
16. Demands must be met immediately,TRF_P_16,TRF_P
17. Destroys his/her own things,TRF_P_17,TRF_P
18. Destroys property belonging to others,TRF_P_18,TRF_P
19. Daydreams or gets lost in his/her thoughts,TRF_P_19,TRF_P
20. Disobedient,TRF_P_20,TRF_P
21. Disturbed by any change in routine,TRF_P_21,TRF_P
"22. Cruelty, bullying, or meanness to others",TRF_P_22,TRF_P
23. Doesn't answer when people talk to him/her,TRF_P_23,TRF_P
24. Difficulty following directions,TRF_P_24,TRF_P
25. Doesn't get along with other children,TRF_P_25,TRF_P
"""26. Doesn't know how to have fun  acts like a little adult""",TRF_P_26,TRF_P
27. Doesn't seem to feel guilty after misbehaving,TRF_P_27,TRF_P
28. Disturbs other children,TRF_P_28,TRF_P
29. Easily frustrated,TRF_P_29,TRF_P
30. Easily jealous,TRF_P_30,TRF_P
31. Eats or drinks things that are not food - do not include sweets (describe):,TRF_P_31,TRF_P
"32. Fears certain animals, situations, or places other than daycare or school (describe):",TRF_P_32,TRF_P
33. Feeling are easily hurt,TRF_P_33,TRF_P
"34. Gets hurt a lot, accident-prone",TRF_P_34,TRF_P
35. Gets in many fights,TRF_P_35,TRF_P
36. Gets into everything,TRF_P_36,TRF_P
37. Gets too upset when separated from parents,TRF_P_37,TRF_P
38. Explosive and unpredictable behavior,TRF_P_38,TRF_P
39. Headaches (without medical cause),TRF_P_39,TRF_P
40. Hits others,TRF_P_40,TRF_P
41. Holds his/her breath,TRF_P_41,TRF_P
42. Hurt animals or people without meaning to,TRF_P_42,TRF_P
43. looks unhappy without good reason,TRF_P_43,TRF_P
44. Angry moods,TRF_P_44,TRF_P
"45. Nausea, feels sick (without medical cause)",TRF_P_45,TRF_P
46. Nervous movements or twitching (describe):,TRF_P_46,TRF_P
"47. Nervous, highstrung, or tense",TRF_P_47,TRF_P
48. Fails to carry out assigned tasks,TRF_P_48,TRF_P
49. Fears daycare or school,TRF_P_49,TRF_P
50. Overtired,TRF_P_50,TRF_P
51. Fidgets,TRF_P_51,TRF_P
52. Gets teased by other children,TRF_P_52,TRF_P
53. Physically attacks people,TRF_P_53,TRF_P
"54. Picks nose, skin, or other parts of body (describe):",TRF_P_54,TRF_P
55. Plays with own sex parts too much,TRF_P_55,TRF_P
56. Poorly coordinated or clumsy,TRF_P_56,TRF_P
57. Problems with eyes without medical cause,TRF_P_57,TRF_P
58. Punishment doesn't change his/her behavior,TRF_P_58,TRF_P
59. Quickly shifts from one activity to another,TRF_P_59,TRF_P
60. Rashes or other skin problems (without medical cause),TRF_P_60,TRF_P
61. Refuses to eat,TRF_P_61,TRF_P
62. Refuses to play active games,TRF_P_62,TRF_P
63. Repeated rocks head or body,TRF_P_63,TRF_P
